Level,Subject,Awarded Count 2025,Awarded Count 2024,Awarded Count 2023,Awarded Count 2022,Awarded Count 2021,Awarded Count 2020,Awarded Count 2019
SCQF2,Total - SCQF2,70,115,105,60,85,90,80
SCQF3,Total - SCQF3,370,285,120,145,110,240,145
SCQF4,Total - SCQF4,6  805,6  290,5  835,5  295,4  305,4  865,5  005
SCQF5,Total - SCQF5,17  905,13  970,11  070,9  185,6  510,6  900,6  395
SCQF6,Total - SCQF6,16  135,12  970,9  455,8  430,7  855,7  020,4  310
