Level,Subject,Awarded Count 2025,Awarded Count 2024,Awarded Count 2023,Awarded Count 2022,Awarded Count 2021,Awarded Count 2020,Awarded Count 2019
SCQF2,Total - SCQF2,0,0,0,0,0,0,0
SCQF3,Total - SCQF3,115,35,15,25,20,85,[c]
SCQF4,Total - SCQF4,3  220,2  930,2  330,1  765,1  950,1  520,1  080
SCQF5,Total - SCQF5,12  765,9  715,7  395,4  970,3  825,3  270,2  115
SCQF6,Total - SCQF6,11  555,8  380,6  180,4  585,3  765,2  975,1  320
