Level,Subject,Awarded Count 2025,Awarded Count 2024,Awarded Count 2023,Awarded Count 2022,Awarded Count 2021,Awarded Count 2020,Awarded Count 2019
SCQF2,Total - SCQF2,15,20,20,15,15,25,30
SCQF3,Total - SCQF3,130,110,40,45,40,100,50
SCQF4,Total - SCQF4,3  055,2  725,2  655,2  395,1  995,2  585,2  700
SCQF5,Total - SCQF5,7  765,5  960,4  910,3  695,2  770,2  960,2  750
SCQF6,Total - SCQF6,7  800,6  250,4  620,4  240,4  045,3  600,2  100
