Level,Subject,Awarded Count 2025,Awarded Count 2024,Awarded Count 2023,Awarded Count 2022,Awarded Count 2021,Awarded Count 2020,Awarded Count 2019
SCQF2,Total - SCQF2,0,0,0,0,0,0,0
SCQF3,Total - SCQF3,100,75,45,75,60,90,70
SCQF4,Total - SCQF4,2  730,2  410,2  025,1  915,1  230,1  560,1  490
SCQF5,Total - SCQF5,4  350,3  650,2  820,3  495,2  310,2  710,2  855
SCQF6,Total - SCQF6,3  680,3  625,2  505,3  005,3  230,3  495,2  370
