Level,Subject,Awarded Count 2025,Awarded Count 2024,Awarded Count 2023,Awarded Count 2022,Awarded Count 2021,Awarded Count 2020,Awarded Count 2019
SCQF2,Total - SCQF2,70,115,105,60,85,90,80
SCQF3,Total - SCQF3,60,70,60,45,30,60,70
SCQF4,Total - SCQF4,830,920,1 445,1 595,1 095,1 765,2 395
SCQF5,Total - SCQF5,480,415,560,535,190,770,1 200
SCQF6,Total - SCQF6,875,885,705,780,690,515,565
