Level,Subject,Awarded Count 2025,Awarded Count 2024,Awarded Count 2023,Awarded Count 2022,Awarded Count 2021,Awarded Count 2020,Awarded Count 2019
SCQF2,Total - SCQF2,0,0,0,0,0,0,0
SCQF3,Total - SCQF3,95,100,0,[c],[c],0,0
SCQF4,Total - SCQF4,20,35,30,20,30,20,40
SCQF5,Total - SCQF5,315,190,295,185,190,155,220
SCQF6,Total - SCQF6,30,80,65,60,170,40,55
